questionnaire_id,subject_patient_id,encounter_id,author_practitioner_id,practitioner_location_id,practitioner_organization_id,practitioner_id,practitioner_careteam_id,application_version,qr_id,add_family_member,add_family_member_2,add_family_member_3,add_family_member_4,add_family_member_5,q_age,add_family_member_7,add_family_member_8,add_family_member_9,add_family_member_10,add_family_member_11,add_family_member_12,choice_gender_identity,choice_pronouns,you_medicaid,add_family_member_16,email_address,add_family_member_18,medicaid_number,other_best_represents,other_biological_sex,other_gender_identity,other_pronouns,other_you_first,phone_number,physical_address,you_first_learn,zip_code,anonymized_at
Questionnaire/221,5ba3ccf3-dd37-412b-998c-8145daf1ad61,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,7199f6a1-1c18-46d4-b1ed-0a502d5c2c18,Date of Birth Unknown,,Straight,45,18,45,,75937,,,,,Woman,He/him/his,,James,,Female,,,,,,,,sample,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,4d6dc627-fb3c-4f3d-a558-f28d1152f7e4,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,71a6fc53-9bf4-4b17-b96f-518e4ba5b892,,,Non-binary,,Peru,,,,,1,10,2014-09-25,,,,Neeskens,,None of these describe me,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,a3ea34d3-2c4e-4f2d-b9c3-5d0fe728bb02,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,72ce0455-59d5-4303-9142-df1d22d70e14,Date of Birth Unknown,,Straight,35,Maole,35,,1256789,,,,,Man,He/him/his,,Barry,brian17@gmail.com,Male,9178878,,,,,,788461818,Nairobi West,Primary healthcare clinic,,2025-09-11 15:14:42.313387+00
Questionnaire/221,87f0f749-f6b9-4225-8548-fe05417e8847,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,732f82be-5333-40f1-97f2-9241e7dcfe13,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Taj,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,17a697a3-ba02-471f-ae18-1ff990985220,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,73d45e18-e6ed-4b67-9019-1125413a1b8d,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Idibia,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,6024eb55-10df-483c-8593-45690b0194fa,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,742de395-9fa0-4532-8efe-8a96806d91ec,Date of Birth Unknown,,Female,39,Client ,39,,,,,,,,,,Test,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,94a355a2-1096-4e29-b3e2-b37cdf1fadb9,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,749eaaf7-6ade-4843-b28d-07aa7c436420,Date of Birth Unknown,,Female,28,Gichuru,28,,Uh43564,,,,,,,,Wandia,,Intersex,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,ca8eb729-2d92-42c2-8596-b627cc236883,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,74a3493a-0a3b-4514-8bbc-acc3622a6fb2,Date of Birth Unknown,,Male,25,Reagan ,25,,4456,,,,,,,,Ronald ,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,d2825b6e-8b71-447f-bd62-619f5f9aa8cf,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,751f15cd-65ae-44aa-9deb-953c8dcbc1f1,Date of Birth Unknown,,Straight,36,Tool,36,,999,,,,,Man,He/him/his,,MW,,Male,999,,,,,,,456,Shelter,167,2025-09-11 15:14:42.313387+00
Questionnaire/221,5721c8b3-6a70-452d-a8ae-c6a5ace29b32,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,76d7205f-c11f-4060-be26-83ba8178a389,Date of Birth Unknown,,,35,3,35,,73627,,,,,Man,,,Test scheduling,,Male,,,,,,,,Address,,73738,2025-09-11 15:14:42.313387+00
Questionnaire/221,62e4f178-5c24-42db-81e3-cbf0f155a6da,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,772991df-20fd-4038-8605-c1ad978cc3ed,Date of Birth Unknown,,Male,26,,26,,,,,,,,,,Kelvin,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,76769aa3-fc46-45e2-bc1d-72df0cb35625,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,775917b4-9fd1-4aeb-9fc5-70262d64b561,Date of Birth Unknown,,Female,22,,22,,,,,,,,,,Joash,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e3597b9b-3bb3-40c8-a6e3-abd9526231c0,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,7791c1a6-d5e4-40df-9e25-46844007af1b,Date of Birth Unknown,,,45,scheduling 11,45,,53663,,,,,Woman,,,Test,,Male,,,,,,,,ad,,42545,2025-09-11 15:14:42.313387+00
Questionnaire/221,6b6e4661-5e89-4aa9-9946-7a738ae8633d,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.1-engage,7823957d-9d79-4b80-8ade-b927a7e41764,Date of Birth Unknown,,Male,28,,28,,,,,,,,,,Oranges,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,d3d0383b-4464-47e7-b654-9e6f202e1bbe,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,7828fa67-f8b8-4888-b2d8-6e800d309f20,,,,,IPC,29,29,Ipc2,,3,29,1996-06-06,Woman,,,MISS,,Female,,,,,,,,12345,,1111,2025-09-11 15:14:42.313387+00
Questionnaire/221,00b1521a-c4bc-4806-a497-7acd76ad477a,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,78c723c1-8308-4d6d-b530-d2fc7cb99d74,Date of Birth Unknown,,Non-binary,23,Spitz ,23,,76901n2b,,,,,,,,Mark,,None of these describe me,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,09e83ff5-0ba0-4ea4-9cb3-ba9f835a0b13,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,7ab84964-5dd1-43a3-92b9-73841d0dc4d1,Date of Birth Unknown,,Straight,32,24,32,,3124135,,,,,Woman,She/her/hers,,James,,Male,,,,,,,,sample,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,77679304-1eda-4ad7-a218-2ef2aadcf83f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,7af48f93-b4a3-487b-a76d-d7a6c5499790,Date of Birth Unknown,,Other,39,Rat,39,,082762,,,,,Other,Other,,Amber,amber@gmail.com,Other,,Unknown,Unkown,Unknown,Unknown,,6486461,Kikuyu,,00987,2025-09-11 15:14:42.313387+00
Questionnaire/221,2964c0a4-ad4d-41c0-a9e2-07f7b4f21e34,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,7bdf647d-4d51-427b-bd0f-2f959a4b3bb9,,,Female,,Bauer,,,,,1,11,2013-09-25,,,,Becken,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,8d0ba14e-8889-4a43-8d89-cfdbe7b3ca85,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,7bfda9c2-1d1f-4784-a468-c0c0290037cf,Date of Birth Unknown,,Male,36,,36,,,,,,,,,,Vaseline ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,931b9c4a-a3b7-447a-83f1-f324e9717de9,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,7c7aee8c-a8bb-4779-8920-25e995ddc87d,Date of Birth Unknown,Test,Straight,45,Patient,45,,978727,,,,,Man,He/him/his,,Second,testoatient@gmail.com,Male,,,,,,,048646151,Machakos,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,de987adc-1434-4a68-b88b-39311628ed70,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,7c88b223-1367-480f-950f-6b60aa2f87c9,Date of Birth Unknown,Mutemi,Straight,40,Bokono40,40,,82726226,,,,,Man,He/him/his,,Mark,mtemi@gmail.com,Male,,,,,,,34861616,Kiambu,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,d1d003b5-48e5-4447-a35e-f19f209b2fcd,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,7e185b21-3439-4ebd-a894-035d133eb26e,Date of Birth Unknown,,Straight,38,Patient,38,,099279,,,,,Woman,She/her/hers,,Second,,Female,,,,,,Dispensary,,Matuu,Other healthcare setting,019288,2025-09-11 15:14:42.313387+00
Questionnaire/221,0dd2eb8a-2cef-4907-af1d-234ca4279358,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,7e2722f3-7ab4-4549-b481-c0b8ca4adc2b,Date of Birth Unknown,,,43,7,43,,42356,,,,,Man,,,Test scheduling,,Male,,,,,,,,address,,4837,2025-09-11 15:14:42.313387+00
Questionnaire/221,831ac242-4faf-4866-95b5-c51f9da4d439,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,7e4eee5c-84f1-4a8e-a645-f7898018bed7,Date of Birth Unknown,,Female,30,M,30,,,,,,,,,,Ibrahim,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,638c1421-4fce-4645-9790-ffc2d048b9b2,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,7f2dc7bd-9dc3-4f4b-a306-44a9af20d4a4,,,Non-binary,,Richardson,27,27,3chs9qu,,7,27,1997-05-18,,,,Jane,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e6df3964-f727-4594-ac81-5eeb323a468c,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,7f7549dc-b193-4d06-b11c-96a7825bae46,Date of Birth Unknown,,Female,39,,39,,23657890,,,,,,,,Jhene,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,e8a14e38-f460-469d-9528-78a497380cbf,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,803231eb-cfe9-4e7b-a7a7-2ce82c4a392b,Date of Birth Unknown,,Male,36,,36,,,,,,,,,,Rex,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,b438191a-be6d-4781-9f59-f5488023aa6a,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.2-engage,809ababe-3bd1-4914-b632-aed70cbddce5,Date of Birth Unknown,,Male,80,Test,80,,Eto ,,,,,,,,Eto,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,15aba298-048f-4d58-8ed1-d8c431fe4050,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,80b70e18-57ae-4550-94be-30dc178b484e,Date of Birth Unknown,,Female,33,,33,,,,,,,,,,Mwanzia,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,42c3163d-d1bb-46df-9894-2db06c8ef8a3,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,80dc48c2-edec-4268-b5a7-ea26b825205f,Date of Birth Unknown,,Female,36,Leon,36,,,,,,,,,,Wilfredo,,None of these describe me,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,0e2c5276-b7b8-4a46-8189-5d8d630e277f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,81415e0d-d882-479b-b1f5-626f57716167,Date of Birth Unknown,,Male,32,,32,,,,,,,,,,Test sep 18,,,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,b005740a-457a-4733-9878-ba3ab654fe41,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,8228590d-174a-4b1d-99e0-fb9e8ace642c,Date of Birth Unknown,Test,Non-binary,49,Client,49,,0182626,,,,,,,,New,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,02a453cd-dc85-4dc0-ad0c-62d35efb3b6f,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.2-engage,828561a4-e976-481e-8542-82e23143e6c3,,Makena,Straight,,Mwatika,,,9182762,,7,39,1985-10-09,Woman,She/her/hers,,Mercy,mmwatika@gmail.com,Female,8172626,,,,,,354816,Taita,Mental health clinic,,2025-09-11 15:14:42.313387+00
Questionnaire/221,5b70d0ce-bc89-4ccc-9449-8692c3b38928,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,828bb7cf-e1c1-401b-815f-df18a3be0599,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,2face,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,132928bb-0d7a-4231-a62c-e426fb02bac0,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,82e1ab1a-eebd-4609-a87b-65a56c41b044,Date of Birth Unknown,,Female,55,Tintin ,55,,1115555,,,,,,,,Tintin,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,7cf58c12-ab56-4544-bfda-275408166ea0,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,8382544e-a855-431b-bbde-ef49171ba996,,,Female,,,29,29,,,9,29,1995-05-05,,,,Loneliness,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,bdd8a24c-0587-47db-9ec0-bbe4e08de64d,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,83d8aff1-8638-4442-8d2d-606e0db486e1,Date of Birth Unknown,,Female,33,,33,,,,,,,,,,Raila,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,8a4f6507-f551-4488-8033-d5c7e051a292,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,8502c7ca-2e65-42b7-a7ca-83796a0a59a8,Date of Birth Unknown,,Non-binary,22,Brown,22,,,,,,,,,,Chris,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,f01aa0d5-7e65-4f61-a787-ab4dd2535fa6,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,Not defined,8523ad22-8b41-43cc-81e3-43d61254682a,,,Female,,Mikhaylov ,,,345678998,,1,30,1994-10-02,,,,Maksim,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,26c559a8-ee69-4614-89f6-854e9b41739a,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,8601cf34-375e-4887-84bb-1c3b7fa0d66d,Date of Birth Unknown,,Male,26,,26,,,,,,,,,,John,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,b6688138-c70d-4fc6-a821-64b96e63e6f5,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,ee1b8cf2-2f4a-447c-bbb5-d63c674aff01,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.2.0-engage,871ec399-077b-4250-8824-5abae4291b18,Date of Birth Unknown,,Straight,39,Test,39,,98876,,,,,Man,He/him/his,,Brian,briantest@gmail.com ,Male,,,,,,,3181616,Limuru,,092827,2025-09-11 15:14:42.313387+00
Questionnaire/221,93fd9b23-ad79-4602-afe8-ab02b1873106,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,88946157-a5f3-49b0-b28e-b4ab0defade5,Date of Birth Unknown,,Female,39,,39,,,,,,,,,,Terriane,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,32213fd2-91a8-4e27-9857-3a72291828f8,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.1-engage,88b539cf-752d-4f4f-8d61-b151b9da8ec8,Date of Birth Unknown,F,Female,22,Aaaa,22,,Dddddd,,,,,,,,Sbirt,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,f9158cfa-658e-4d30-9b32-c31166f6e4d4,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.0.0-engage,89443495-7da4-411d-aadf-b1ec33395a1e,Date of Birth Unknown,W,Male,36,Laz,36,,Huyu,,,,,,,,Marius,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,a2546775-80c4-4f3d-a88e-60f59a6963b0,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,Not defined,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,d66f38ae-e5e7-4456-ae85-331284676dc6,Not defined,89985fce-3181-4b20-9726-436806951c92,Date of Birth Unknown,,Male,36,,36,,152308,,,,,,,,Terrytoons ,,Male,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,dd38e8ca-133c-4cf7-9efb-c81718501f5c,,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,7a2bad81-130f-4785-8438-af7aac92fedf,602ec278-054a-473e-a553-957bd5ac8c6f,5859d5f3-d37b-4a28-a68f-5ce1aaac611f,83586171-9bac-426a-aae5-798bf548e15e,2.0.2-engage,8a7683ad-4f72-49bd-b653-a9cb6606a8f6,Date of Birth Unknown,,Female,20,,20,,,,,,,,,,Kaiser ,,Female,,,,,,,,,,,2025-09-11 15:14:42.313387+00
Questionnaire/221,fc66b9d0-ab3c-4160-8d28-6e4a6b66cc82,,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,a28a1a10-d6ab-45f2-84f3-8ab4db7850b2,92dd11a8-2635-476b-a8d0-573cf74d4487,0eb40af8-ddd0-4d8e-85a5-d3b3bb1022e7,e22f62dc-f531-418c-a13d-10385b0f0c4f,2.1.3-engage,8a9b7d9d-bad3-448a-8dbc-e0a3357a46d8,Date of Birth Unknown,,Straight,32,25,32,,314142,,,,,Man,She/her/hers,,James,,Female,,,,,,,,sample addres,,,2025-09-11 15:14:42.313387+00
